HomeTeam,AwayTeam,FTR
'Aston Villa',Chelsea,A
Blackburn,Southampton,H
Bolton,Everton,D
Leeds,Arsenal,A
Liverpool,Coventry,D
'Man United','Man City',H
QPR,Newcastle,A
Tottenham,'Nottm Forest',A
'Sheffield Weds',Middlesbrough,A
Wimbledon,'West Ham',A
Arsenal,'Aston Villa',H
Chelsea,'Man United',A
Coventry,'Sheffield Weds',A
'Man City',Leeds,D
Middlesbrough,QPR,H
Newcastle,Wimbledon,H
'Nottm Forest',Bolton,H
'West Ham',Blackburn,D
Everton,Tottenham,D
Southampton,Liverpool,A
'Aston Villa',Everton,H
Blackburn,Chelsea,H
Leeds,Coventry,H
Liverpool,'Man City',H
'Man United',Middlesbrough,H
QPR,'Nottm Forest',D
'Sheffield Weds','West Ham',A
Wimbledon,Southampton,A
Tottenham,Newcastle,D
Bolton,Arsenal,H
Arsenal,'Man United',H
Chelsea,'Sheffield Weds',D
Coventry,Tottenham,A
'Man City',Bolton,H
Middlesbrough,Leeds,D
Newcastle,Liverpool,H
Southampton,QPR,H
'West Ham','Aston Villa',A
Everton,Blackburn,H
'Nottm Forest',Wimbledon,H
Newcastle,Blackburn,H
'Aston Villa',Newcastle,D
Blackburn,'Nottm Forest',H
Bolton,'West Ham',A
Leeds,Chelsea,H
Liverpool,Everton,A
'Man United',Southampton,H
'Sheffield Weds','Man City',D
Tottenham,Arsenal,H
Wimbledon,Middlesbrough,D
QPR,Coventry,D
Southampton,'Aston Villa',A
Arsenal,'Sheffield Weds',H
Middlesbrough,Tottenham,A
Chelsea,Bolton,H
Coventry,'Man United',A
Everton,QPR,H
'Man City',Wimbledon,H
'West Ham',Liverpool,D
Chelsea,Tottenham,D
Coventry,Wimbledon,D
Everton,'Sheffield Weds',D
'Man City','Aston Villa',H
Middlesbrough,Liverpool,H
Newcastle,Leeds,H
Southampton,Bolton,H
'West Ham',QPR,H
Arsenal,Blackburn,D
'Nottm Forest','Man United',D
'Aston Villa',Arsenal,D
Blackburn,'West Ham',H
Bolton,'Nottm Forest',D
Leeds,'Man City',A
Liverpool,Southampton,D
'Man United',Chelsea,D
QPR,Middlesbrough,D
Tottenham,Everton,D
Wimbledon,Newcastle,D
'Sheffield Weds',Coventry,H
Bolton,Liverpool,A
Chelsea,Newcastle,H
Coventry,Blackburn,H
Leeds,Wimbledon,D
'Man United','Sheffield Weds',D
Middlesbrough,'Man City',H
Southampton,Arsenal,D
Tottenham,QPR,H
'Nottm Forest','Aston Villa',D
Everton,'West Ham',H
Arsenal,Chelsea,D
'Aston Villa',Coventry,H
Blackburn,Middlesbrough,H
Newcastle,Everton,H
QPR,Bolton,H
'Sheffield Weds',Leeds,H
'West Ham',Southampton,H
Wimbledon,Tottenham,A
Liverpool,'Man United',H
'Man City','Nottm Forest',D
Coventry,Everton,H
Liverpool,Arsenal,H
'Man City',Chelsea,A
Middlesbrough,'West Ham',H
Newcastle,'Nottm Forest',H
QPR,'Aston Villa',H
'Sheffield Weds',Southampton,D
Tottenham,Bolton,D
Wimbledon,Blackburn,D
Leeds,'Man United',H
Arsenal,QPR,H
Blackburn,'Man City',H
Chelsea,Wimbledon,A
Everton,Middlesbrough,H
'Nottm Forest','Sheffield Weds',H
Southampton,Tottenham,D
Bolton,Leeds,A
'Man United',Newcastle,H
Arsenal,Wimbledon,A
Blackburn,Tottenham,H
Bolton,Coventry,A
Chelsea,Liverpool,D
Everton,Leeds,H
'Man United',QPR,H
'Nottm Forest',Middlesbrough,H
Coventry,Southampton,D
Leeds,Blackburn,D
Liverpool,'Nottm Forest',H
'Man City','West Ham',H
Middlesbrough,'Aston Villa',A
'Sheffield Weds',Bolton,H
Tottenham,'Man United',H
Wimbledon,Everton,A
Newcastle,Arsenal,H
QPR,Chelsea,A
Bolton,Wimbledon,H
Everton,Chelsea,D
Leeds,'West Ham',H
'Man United','Aston Villa',D
Middlesbrough,Arsenal,A
'Nottm Forest',Southampton,H
QPR,Blackburn,A
'Sheffield Weds',Liverpool,D
Tottenham,'Man City',H
Coventry,Newcastle,A
Arsenal,Everton,A
Blackburn,'Sheffield Weds',H
Chelsea,'Nottm Forest',H
Liverpool,Leeds,H
'Man City',Coventry,D
Newcastle,Bolton,H
Southampton,Middlesbrough,H
Wimbledon,QPR,H
'Aston Villa',Tottenham,H
'West Ham','Man United',A
'Aston Villa',Liverpool,A
'Nottm Forest',Leeds,H
Southampton,'Man City',D
'West Ham',Coventry,H
Arsenal,Coventry,D
'Aston Villa',Leeds,H
Blackburn,Bolton,H
Liverpool,Tottenham,D
'Man City',QPR,H
Newcastle,'Sheffield Weds',H
Southampton,Everton,D
'West Ham','Nottm Forest',H
Wimbledon,'Man United',A
Chelsea,Middlesbrough,H
Bolton,'Aston Villa',A
Coventry,Chelsea,H
Everton,'Man City',H
'Man United',Blackburn,H
Middlesbrough,Newcastle,A
'Nottm Forest',Arsenal,A
'Sheffield Weds',Wimbledon,H
QPR,Liverpool,A
Tottenham,'West Ham',A
Chelsea,'West Ham',A
Middlesbrough,Bolton,A
'Sheffield Weds',QPR,A
'Man United',Everton,H
'West Ham',Newcastle,H
Blackburn,Liverpool,A
Coventry,Middlesbrough,D
Everton,'Nottm Forest',H
'Man City',Newcastle,D
Southampton,Chelsea,A
Tottenham,'Sheffield Weds',H
'West Ham',Arsenal,A
Wimbledon,'Aston Villa',D
Bolton,'Man United',A
'Aston Villa',Blackburn,H
Coventry,'West Ham',D
Leeds,Bolton,A
'Man City',Blackburn,D
Middlesbrough,Everton,A
QPR,Arsenal,D
'Sheffield Weds','Nottm Forest',A
Tottenham,Southampton,H
Wimbledon,Chelsea,D
Liverpool,'Aston Villa',H
Newcastle,'Man United',A
Arsenal,'Man City',H
'Aston Villa','Sheffield Weds',H
QPR,Leeds,A
'Aston Villa',QPR,H
Everton,Coventry,D
'West Ham',Middlesbrough,H
Chelsea,'Man City',D
Blackburn,Leeds,H
Liverpool,Wimbledon,D
Coventry,Bolton,A
Liverpool,Chelsea,H
'Man City',Southampton,H
Middlesbrough,'Nottm Forest',D
QPR,'Man United',D
'Sheffield Weds','Aston Villa',H
Tottenham,Blackburn,A
Wimbledon,Arsenal,A
Leeds,Everton,D
Newcastle,'West Ham',H
'Aston Villa',Middlesbrough,D
Bolton,Tottenham,A
'Man United',Arsenal,H
Southampton,'Sheffield Weds',A
Arsenal,Newcastle,H
Bolton,'Sheffield Weds',H
Chelsea,QPR,D
Everton,Wimbledon,A
'Nottm Forest',Liverpool,H
'West Ham','Man City',H
'Man United',Tottenham,H
Southampton,Coventry,H
Blackburn,Everton,A
Bolton,'Man City',D
Leeds,Middlesbrough,A
QPR,Southampton,H
Tottenham,Coventry,H
Wimbledon,'Nottm Forest',H
Leeds,Southampton,H
Liverpool,Newcastle,H
Middlesbrough,'Sheffield Weds',H
Arsenal,Leeds,H
Chelsea,'Aston Villa',A
Coventry,Liverpool,H
Everton,Bolton,H
'Man City','Man United',A
Newcastle,QPR,H
'Nottm Forest',Tottenham,H
Southampton,Blackburn,H
'West Ham',Wimbledon,D
'Aston Villa',Southampton,H
Blackburn,Newcastle,H
Bolton,Chelsea,H
Leeds,'Nottm Forest',A
Liverpool,'West Ham',H
'Man United',Coventry,H
QPR,Everton,H
'Sheffield Weds',Arsenal,H
Tottenham,Middlesbrough,D
Wimbledon,'Man City',H
Chelsea,Leeds,H
Coventry,QPR,H
'Man City','Sheffield Weds',H
Middlesbrough,Wimbledon,A
'Nottm Forest',Blackburn,A
Southampton,'Man United',H
'West Ham',Bolton,H
Newcastle,'Aston Villa',H
Arsenal,Tottenham,D
Everton,Liverpool,D
'Aston Villa','West Ham',D
Blackburn,Wimbledon,H
'Man United',Leeds,H
Newcastle,Southampton,H
'Nottm Forest',Coventry,D
'Sheffield Weds',Chelsea,D
'Aston Villa','Man City',A
Blackburn,Arsenal,D
Bolton,Southampton,A
Liverpool,Middlesbrough,H
QPR,'West Ham',H
'Sheffield Weds',Everton,A
Tottenham,Chelsea,D
Wimbledon,Coventry,A
'Man United','Nottm Forest',H
Leeds,Newcastle,A
Arsenal,Liverpool,D
Leeds,Tottenham,A
'Nottm Forest',Newcastle,D
Arsenal,Bolton,H
Chelsea,Blackburn,A
Coventry,Leeds,D
Everton,'Aston Villa',H
'Man City',Liverpool,D
Middlesbrough,'Man United',A
Newcastle,Tottenham,D
'Nottm Forest',QPR,H
Southampton,Wimbledon,D
'West Ham','Sheffield Weds',D
Arsenal,'West Ham',H
Blackburn,Tottenham,A
Coventry,'Nottm Forest',A
Derby,Leeds,D
Everton,Newcastle,H
Middlesbrough,Liverpool,D
'Sheffield Weds','Aston Villa',H
Sunderland,Leicester,D
Wimbledon,'Man United',A
Southampton,Chelsea,D
Liverpool,Arsenal,H
Leeds,'Sheffield Weds',A
'Aston Villa',Blackburn,H
Chelsea,Middlesbrough,H
Leicester,Southampton,H
'Man United',Everton,D
Newcastle,Wimbledon,H
'Nottm Forest',Sunderland,A
Tottenham,Derby,D
'West Ham',Coventry,D
'Aston Villa',Derby,H
Chelsea,Coventry,H
Leicester,Arsenal,A
Liverpool,Sunderland,D
Newcastle,'Sheffield Weds',A
'Nottm Forest',Middlesbrough,D
Tottenham,Everton,D
'West Ham',Southampton,H
'Man United',Blackburn,D
Leeds,Wimbledon,H
'Sheffield Weds',Leicester,H
Arsenal,Chelsea,D
Blackburn,Leeds,A
Coventry,Liverpool,A
Derby,'Man United',D
Everton,'Aston Villa',A
Middlesbrough,'West Ham',H
Southampton,'Nottm Forest',D
Sunderland,Newcastle,A
Wimbledon,Tottenham,H
'Aston Villa',Arsenal,D
Leeds,'Man United',A
Liverpool,Southampton,H
Middlesbrough,Coventry,H
'Nottm Forest',Leicester,D
'Sheffield Weds',Chelsea,A
Tottenham,Newcastle,A
Wimbledon,Everton,H
Sunderland,'West Ham',D
Blackburn,Derby,A
Coventry,Leeds,H
Derby,Sunderland,H
Everton,Middlesbrough,A
'Man United','Nottm Forest',H
Newcastle,Blackburn,H
Southampton,Tottenham,A
'West Ham',Wimbledon,A
Chelsea,'Aston Villa',D
Leicester,Liverpool,A
Arsenal,'Sheffield Weds',H
'Aston Villa','Man United',D
Blackburn,Everton,D
Leeds,Newcastle,A
Liverpool,Chelsea,H
Middlesbrough,Arsenal,A
'Nottm Forest','West Ham',A
'Sheffield Weds',Derby,D
Sunderland,Coventry,H
Tottenham,Leicester,A
Wimbledon,Southampton,H
Arsenal,Sunderland,H
Chelsea,'Nottm Forest',D
Coventry,Blackburn,D
Derby,Wimbledon,A
Everton,'Sheffield Weds',H
Leicester,Leeds,H
Southampton,Middlesbrough,H
'Man United',Tottenham,H
'West Ham',Liverpool,A
Newcastle,'Aston Villa',H
Blackburn,Arsenal,A
Derby,Newcastle,A
Everton,'West Ham',H
Leeds,'Nottm Forest',H
Leicester,Chelsea,A
'Man United',Liverpool,H
Tottenham,'Aston Villa',H
Wimbledon,'Sheffield Weds',H
Coventry,Southampton,D
Sunderland,Middlesbrough,D
Arsenal,Coventry,D
'Aston Villa',Leeds,H
Chelsea,Wimbledon,A
Middlesbrough,Tottenham,A
'Nottm Forest',Derby,D
'Sheffield Weds',Blackburn,D
Southampton,Sunderland,H
'West Ham',Leicester,H
Newcastle,'Man United',H
Arsenal,Leeds,H
Chelsea,Tottenham,H
Coventry,'Sheffield Weds',D
Leicester,Newcastle,H
Middlesbrough,Wimbledon,D
Southampton,'Man United',H
Sunderland,'Aston Villa',H
'West Ham',Blackburn,H
Liverpool,Derby,H
'Nottm Forest',Everton,A
'Aston Villa','Nottm Forest',H
Derby,Leicester,H
Leeds,Sunderland,H
'Man United',Chelsea,A
'Sheffield Weds',Southampton,D
Tottenham,'West Ham',H
Wimbledon,Arsenal,D
Blackburn,Liverpool,H
Newcastle,Middlesbrough,H
Everton,Coventry,D
'Aston Villa',Leicester,A
Blackburn,Chelsea,D
Everton,Southampton,H
Leeds,Liverpool,A
'Man United',Arsenal,H
Newcastle,'West Ham',D
Tottenham,Sunderland,H
Wimbledon,Coventry,D
Derby,Middlesbrough,H
'Sheffield Weds','Nottm Forest',H
Liverpool,Everton,D
Chelsea,Newcastle,D
Coventry,'Aston Villa',A
Leicester,Everton,A
Liverpool,Wimbledon,D
Middlesbrough,'Man United',D
Southampton,Leeds,A
Sunderland,'Sheffield Weds',D
'West Ham',Derby,D
Arsenal,Tottenham,H
'Nottm Forest',Blackburn,D
'Aston Villa',Middlesbrough,H
Blackburn,Southampton,H
Derby,Coventry,H
Everton,Sunderland,A
'Man United',Leicester,H
Newcastle,Arsenal,A
'Sheffield Weds','West Ham',D
Wimbledon,'Nottm Forest',H
Leeds,Chelsea,H
Tottenham,Liverpool,A
Middlesbrough,Leicester,A
Arsenal,Southampton,H
'West Ham','Aston Villa',A
Arsenal,Derby,D
Chelsea,Everton,D
Coventry,Tottenham,A
Leicester,Blackburn,D
Liverpool,'Sheffield Weds',A
Middlesbrough,Leeds,D
Southampton,'Aston Villa',A
Sunderland,Wimbledon,A
'West Ham','Man United',D
'Nottm Forest',Newcastle,D
Leeds,Tottenham,D
Liverpool,Middlesbrough,H
Wimbledon,Blackburn,H
Sunderland,Chelsea,H
Derby,Everton,A
Coventry,Newcastle,H
Liverpool,'Nottm Forest',H
'Sheffield Weds','Man United',D
Chelsea,'West Ham',H
Everton,Leeds,D
Leicester,Coventry,A
'Man United',Sunderland,H
'Nottm Forest',Arsenal,H
Southampton,Derby,H
Tottenham,'Sheffield Weds',D
'Aston Villa',Wimbledon,H
Newcastle,Liverpool,D
'Aston Villa',Chelsea,A
Blackburn,Newcastle,H
Leeds,Coventry,A
Liverpool,Leicester,D
Middlesbrough,Everton,H
'Nottm Forest','Man United',A
'Sheffield Weds',Arsenal,D
Sunderland,Derby,H
Tottenham,Southampton,H
Arsenal,'Aston Villa',D
Chelsea,'Sheffield Weds',D
Coventry,Middlesbrough,H
Derby,Blackburn,D
Everton,Wimbledon,A
Leicester,'Nottm Forest',D
'Man United',Leeds,H
Newcastle,Tottenham,H
'West Ham',Sunderland,H
Southampton,Liverpool,A
Arsenal,Middlesbrough,H
Chelsea,Liverpool,H
Coventry,Sunderland,D
Everton,Blackburn,A
'Man United','Aston Villa',D
Newcastle,Leeds,H
'West Ham','Nottm Forest',A
'Aston Villa',Newcastle,D
Blackburn,Coventry,H
Leeds,Leicester,H
Liverpool,'West Ham',D
Middlesbrough,Southampton,A
'Nottm Forest',Chelsea,H
'Sheffield Weds',Everton,H
Sunderland,Arsenal,H
Wimbledon,Derby,D
Tottenham,'Man United',A
Chelsea,Derby,H
Coventry,'Man United',A
Leicester,Wimbledon,H
Liverpool,'Aston Villa',H
Middlesbrough,'Sheffield Weds',H
Southampton,Newcastle,D
Sunderland,Blackburn,D
Arsenal,Everton,H
'Nottm Forest',Tottenham,H
'West Ham',Leeds,A
'Aston Villa','Sheffield Weds',A
Leeds,Derby,D
Leicester,Sunderland,D
'Man United',Wimbledon,H
Newcastle,Everton,H
'Nottm Forest',Coventry,A
Tottenham,Blackburn,H
'West Ham',Arsenal,A
'Aston Villa',Sunderland,H
Blackburn,'West Ham',H
Derby,Liverpool,A
Everton,'Nottm Forest',H
Leeds,Arsenal,D
'Man United',Southampton,H
'Sheffield Weds',Coventry,D
Tottenham,Chelsea,A
Wimbledon,Middlesbrough,D
Newcastle,Leicester,H
Derby,'West Ham',H
Tottenham,Arsenal,D
Arsenal,'Man United',A
'Aston Villa',Coventry,H
Derby,'Sheffield Weds',D
Liverpool,Leeds,H
Chelsea,'Man United',D
Coventry,Everton,D
Leicester,Derby,H
Liverpool,Blackburn,D
Middlesbrough,Newcastle,A
'Nottm Forest','Aston Villa',D
Southampton,'Sheffield Weds',A
Sunderland,Leeds,A
Arsenal,Wimbledon,A
'West Ham',Tottenham,H
Southampton,Wimbledon,D
Blackburn,Sunderland,H
Derby,Chelsea,H
Everton,Arsenal,A
Leeds,'West Ham',H
'Man United',Coventry,H
Newcastle,Southampton,A
'Sheffield Weds',Middlesbrough,H
Tottenham,'Nottm Forest',A
Wimbledon,Leicester,A
'Aston Villa',Liverpool,H
Coventry,Wimbledon,D
Sunderland,Tottenham,A
Chelsea,Blackburn,D
Leicester,'Aston Villa',H
Middlesbrough,Derby,H
'Nottm Forest','Sheffield Weds',A
Southampton,Everton,D
Arsenal,'Nottm Forest',H
Coventry,Leicester,D
Leeds,Everton,H
Sunderland,'Man United',H
Liverpool,Newcastle,H
Blackburn,'Nottm Forest',D
Leeds,Southampton,D
'Sheffield Weds',Sunderland,H
'West Ham',Chelsea,H
'Aston Villa','West Ham',D
Blackburn,Wimbledon,H
Everton,Derby,H
Leicester,Middlesbrough,A
'Man United','Sheffield Weds',H
Newcastle,Coventry,H
'Nottm Forest',Liverpool,D
Southampton,Arsenal,A
Tottenham,Leeds,H
Chelsea,Sunderland,H
Wimbledon,'West Ham',D
Chelsea,Southampton,H
Leicester,Tottenham,D
Middlesbrough,Blackburn,H
Blackburn,'Aston Villa',A
Coventry,'West Ham',A
Derby,Tottenham,H
Everton,'Man United',A
Middlesbrough,Chelsea,H
'Sheffield Weds',Leeds,D
Southampton,Leicester,D
Sunderland,'Nottm Forest',D
Wimbledon,Newcastle,D
Arsenal,Liverpool,A
Middlesbrough,'Nottm Forest',D
'Aston Villa',Everton,H
Chelsea,Arsenal,A
'Man United',Derby,A
Newcastle,Sunderland,D
'Nottm Forest',Southampton,A
Tottenham,Wimbledon,H
Liverpool,Coventry,A
Leeds,Blackburn,D
Coventry,Chelsea,H
Derby,Southampton,D
Everton,Leicester,D
'Sheffield Weds',Tottenham,H
'West Ham',Middlesbrough,D
Wimbledon,'Aston Villa',A
Arsenal,Leicester,H
Blackburn,'Man United',A
Derby,'Aston Villa',H
Everton,Tottenham,H
Southampton,'West Ham',H
'Sheffield Weds',Newcastle,D
Sunderland,Liverpool,A
Everton,Liverpool,D
Newcastle,Chelsea,H
Wimbledon,Leeds,H
Arsenal,Blackburn,D
'Aston Villa',Tottenham,D
Chelsea,Leicester,H
Liverpool,'Man United',A
Middlesbrough,Sunderland,A
Newcastle,Derby,H
'Nottm Forest',Leeds,D
'Sheffield Weds',Wimbledon,H
Southampton,Coventry,D
'West Ham',Everton,D
Coventry,Arsenal,D
Blackburn,'Sheffield Weds',H
Leeds,'Aston Villa',D
Sunderland,Southampton,A
Wimbledon,Chelsea,A
Derby,'Nottm Forest',D
Leicester,'West Ham',A
Tottenham,Middlesbrough,H
Arsenal,Newcastle,A
Chelsea,Leeds,D
Coventry,Derby,A
Leicester,'Man United',D
Liverpool,Tottenham,H
Middlesbrough,'Aston Villa',H
'Nottm Forest',Wimbledon,D
Southampton,Blackburn,H
Sunderland,Everton,H
'West Ham','Sheffield Weds',H
'Man United',Middlesbrough,D
'West Ham',Newcastle,D
Wimbledon,Liverpool,H
Leicester,'Sheffield Weds',H
Blackburn,Middlesbrough,D
'Man United',Newcastle,D
'Aston Villa',Southampton,H
Blackburn,Leicester,A
Derby,Arsenal,A
Everton,Chelsea,A
Leeds,Middlesbrough,D
'Man United','West Ham',H
Newcastle,'Nottm Forest',H
'Sheffield Weds',Liverpool,D
Tottenham,Coventry,A
Wimbledon,Sunderland,H
Barnsley,'West Ham',A
Blackburn,Derby,H
Coventry,Chelsea,H
Everton,'Crystal Palace',A
Leeds,Arsenal,D
Leicester,'Aston Villa',H
Newcastle,'Sheffield Weds',H
Southampton,Bolton,A
Wimbledon,Liverpool,D
Tottenham,'Man United',A
Arsenal,Coventry,H
'Crystal Palace',Barnsley,A
'Aston Villa',Blackburn,A
Liverpool,Leicester,A
'Man United',Southampton,H
'Sheffield Weds',Leeds,A
'West Ham',Tottenham,H
Blackburn,Liverpool,D
Coventry,Bolton,D
Everton,'West Ham',H
Leeds,'Crystal Palace',A
Leicester,'Man United',D
Newcastle,'Aston Villa',H
Southampton,Arsenal,A
Tottenham,Derby,H
Wimbledon,'Sheffield Weds',D
Barnsley,Chelsea,A
Blackburn,'Sheffield Weds',H
Leeds,Liverpool,A
Barnsley,Bolton,H
Coventry,'West Ham',D
Everton,'Man United',A
Leicester,Arsenal,D
Southampton,'Crystal Palace',H
Tottenham,'Aston Villa',H
Wimbledon,Chelsea,A
Arsenal,Tottenham,D
'Aston Villa',Leeds,H
Chelsea,Southampton,H
'Crystal Palace',Blackburn,A
Derby,Barnsley,H
'Man United',Coventry,H
'Sheffield Weds',Leicester,H
'West Ham',Wimbledon,H
Bolton,Everton,D
Arsenal,Bolton,H
Barnsley,'Aston Villa',A
Coventry,Southampton,H
'Crystal Palace',Chelsea,A
Derby,Everton,H
Leicester,Tottenham,H
Liverpool,'Sheffield Weds',H
'Man United','West Ham',H
Newcastle,Wimbledon,A
Blackburn,Leeds,A
'Aston Villa',Derby,H
Bolton,'Man United',D
Everton,Barnsley,H
Leeds,Leicester,A
'Sheffield Weds',Coventry,D
Southampton,Liverpool,D
Tottenham,Blackburn,D
'West Ham',Newcastle,A
Wimbledon,'Crystal Palace',A
Chelsea,Arsenal,A
Liverpool,'Aston Villa',H
Bolton,Tottenham,D
Wimbledon,Barnsley,H
Arsenal,'West Ham',H
Coventry,'Crystal Palace',D
Leicester,Blackburn,D
'Man United',Chelsea,D
Newcastle,Everton,H
'Sheffield Weds',Derby,A
Southampton,Leeds,A
'Aston Villa','Sheffield Weds',D
Barnsley,Leicester,A
Chelsea,Newcastle,H
'Crystal Palace',Bolton,D
Derby,Southampton,H
Everton,Arsenal,D
Leeds,'Man United',H
Tottenham,Wimbledon,D
'West Ham',Liverpool,H
Blackburn,Coventry,D
Arsenal,Barnsley,H
Bolton,'Aston Villa',A
Coventry,Leeds,D
'Man United','Crystal Palace',H
Newcastle,Tottenham,H
'Sheffield Weds',Everton,H
Southampton,'West Ham',H
Wimbledon,Blackburn,A
Liverpool,Chelsea,H
Leicester,Derby,A
'Aston Villa',Wimbledon,A
Blackburn,Southampton,H
Chelsea,Leicester,H
'Crystal Palace',Arsenal,D
Derby,'Man United',D
Everton,Liverpool,H
Leeds,Newcastle,H
'West Ham',Bolton,H
Tottenham,'Sheffield Weds',H
Barnsley,Coventry,H
Derby,Wimbledon,D
Coventry,Everton,D
Liverpool,Derby,H
'Man United',Barnsley,H
Newcastle,Blackburn,D
'Sheffield Weds','Crystal Palace',A
Southampton,Tottenham,H
Wimbledon,Leeds,H
Arsenal,'Aston Villa',D
Bolton,Chelsea,H
Leicester,'West Ham',H
'Aston Villa',Chelsea,A
Barnsley,Blackburn,D
Bolton,Liverpool,D
Derby,Arsenal,H
'Man United','Sheffield Weds',H
Newcastle,Leicester,D
Tottenham,Leeds,A
Wimbledon,Coventry,A
Everton,Southampton,A
Blackburn,Everton,H
Coventry,Newcastle,D
'Crystal Palace','Aston Villa',D
Leeds,Derby,H
Liverpool,Tottenham,H
'Sheffield Weds',Bolton,H
Southampton,Barnsley,H
Arsenal,'Man United',H
Chelsea,'West Ham',H
Leicester,Wimbledon,A
'Aston Villa',Everton,H
Blackburn,Chelsea,H
Derby,Coventry,H
Leicester,Bolton,D
Liverpool,Barnsley,A
Newcastle,Southampton,H
'Sheffield Weds',Arsenal,H
Wimbledon,'Man United',A
Leeds,'West Ham',H
Tottenham,'Crystal Palace',A
Chelsea,Everton,H
Barnsley,Leeds,A
Bolton,Wimbledon,H
Chelsea,Derby,H
Coventry,Leicester,A
'Crystal Palace',Newcastle,A
Everton,Tottenham,A
Southampton,'Sheffield Weds',A
'West Ham','Aston Villa',H
Arsenal,Liverpool,A
'Man United',Blackburn,H
Bolton,Newcastle,H
'West Ham','Crystal Palace',H
'Aston Villa',Coventry,H
Blackburn,Bolton,H
Derby,'West Ham',H
Leeds,Everton,D
Leicester,'Crystal Palace',D
Liverpool,'Man United',A
Newcastle,Arsenal,A
Tottenham,Chelsea,A
Wimbledon,Southampton,H
'Sheffield Weds',Barnsley,H
Arsenal,Blackburn,A
Barnsley,Newcastle,D
Chelsea,Leeds,D
Coventry,Tottenham,H
'Crystal Palace',Liverpool,A
Everton,Wimbledon,D
Southampton,Leicester,H
'West Ham','Sheffield Weds',H
Bolton,Derby,D
'Man United','Aston Villa',H
Newcastle,Derby,D
'Aston Villa',Southampton,D
Blackburn,'West Ham',H
Derby,'Crystal Palace',D
Leeds,Bolton,H
Leicester,Everton,A
Liverpool,Coventry,H
'Sheffield Weds',Chelsea,A
Tottenham,Barnsley,H
Newcastle,'Man United',A
Arsenal,Leicester,H
'Aston Villa',Tottenham,H
Bolton,Barnsley,D
Chelsea,Wimbledon,D
'Crystal Palace',Southampton,D
Derby,Newcastle,H
Liverpool,Leeds,H
'Man United',Everton,H
'Sheffield Weds',Blackburn,D
'West Ham',Coventry,H
Barnsley,Derby,H
Blackburn,'Crystal Palace',D
Coventry,'Man United',H
Everton,Bolton,H
Leeds,'Aston Villa',D
Leicester,'Sheffield Weds',D
Newcastle,Liverpool,A
Tottenham,Arsenal,D
Wimbledon,'West Ham',A
Southampton,Chelsea,H
Arsenal,Leeds,H
'Aston Villa',Leicester,D
Bolton,Southampton,D
Chelsea,Coventry,H
'Crystal Palace',Everton,A
Liverpool,Wimbledon,H
'Man United',Tottenham,H
'Sheffield Weds',Newcastle,H
'West Ham',Barnsley,H
Derby,Blackburn,H
Barnsley,'Crystal Palace',H
Blackburn,'Aston Villa',H
Coventry,Arsenal,D
Leeds,'Sheffield Weds',A
Leicester,Liverpool,D
Newcastle,Bolton,H
Tottenham,'West Ham',H
Wimbledon,Derby,D
Everton,Chelsea,H
Southampton,'Man United',H
Liverpool,Newcastle,H
Arsenal,Southampton,H
Bolton,Coventry,A
Chelsea,Barnsley,H
'Crystal Palace',Leeds,A
Derby,Tottenham,H
Liverpool,Blackburn,D
'Man United',Leicester,A
'Sheffield Weds',Wimbledon,D
'West Ham',Everton,D
'Aston Villa',Newcastle,A
Barnsley,Everton,D
Blackburn,Tottenham,A
Coventry,'Sheffield Weds',H
Derby,'Aston Villa',A
Leicester,Leeds,H
Liverpool,Southampton,A
'Man United',Bolton,D
Newcastle,'West Ham',A
Arsenal,Chelsea,H
'Crystal Palace',Wimbledon,A
Everton,Derby,A
'Sheffield Weds',Liverpool,D
Tottenham,Leicester,D
'Aston Villa','Man United',A
Southampton,Coventry,A
Arsenal,'Crystal Palace',H
Bolton,'West Ham',D
Coventry,Barnsley,H
Leicester,Chelsea,H
'Man United',Derby,H
'Sheffield Weds',Tottenham,H
Southampton,Blackburn,H
Wimbledon,'Aston Villa',H
Newcastle,Leeds,D
Liverpool,Everton,D
'Aston Villa',Liverpool,H
Barnsley,Wimbledon,H
Blackburn,Leicester,H
Chelsea,'Man United',A
'Crystal Palace',Coventry,A
Derby,'Sheffield Weds',H
Everton,Newcastle,D
Leeds,Southampton,A
Tottenham,Bolton,H
'West Ham',Arsenal,D
Leeds,Tottenham,H
Liverpool,Bolton,H
'Sheffield Weds','Man United',H
Southampton,Everton,H
Chelsea,'Aston Villa',A
'Aston Villa',Barnsley,A
Chelsea,'Crystal Palace',H
Leeds,Blackburn,H
'West Ham','Man United',D
Wimbledon,Arsenal,A
'Aston Villa','Crystal Palace',H
Barnsley,Southampton,H
Bolton,'Sheffield Weds',H
Everton,Blackburn,H
'Man United',Arsenal,A
Newcastle,Coventry,D
Tottenham,Liverpool,D
'West Ham',Chelsea,H
Wimbledon,Leicester,H
Derby,Leeds,A
Newcastle,'Crystal Palace',A
Arsenal,'Sheffield Weds',H
Barnsley,Liverpool,A
Bolton,Leicester,H
Coventry,Derby,H
'Crystal Palace',Tottenham,A
Everton,'Aston Villa',A
